session_name,paper_id,title,authors,institutions,abstract,pdf_url,pdf_available,doi,page_number,received_date,accepted_date
MOPCO - Monday Poster Session,MOPCO11,Optical beam loss monitor installed at the SPS slow extraction region86An optical beam loss monitor (oBLM) has recently,E. Effinger; Salvachua; Wolfenden; J. Esteban; J. Kearney; King; J. Meyer,European Organization for Nuclear ResearchC; Cockcroft Institute; European Organization for Nuclear Research,"been installed at the slow extraction region of the Super Proton Synchrotron (SPS) at CERN. The oBLM offers a new method for detecting beam losses at the SPS by utilizing the Cherenkov radiation emitted during beam loss interactions with an optical fibre. This setup should allow to measure losses continuously over a large section of the accelerator, thus minimising the non-linearities caused by the finite coverage of the currently installed ionisation chambers. Due to the high radiation levels and low expected signals at this location, special care was taken during the procurement process to maximise the signal levels while at the same time extending the lifetime of the system as much as possible. The rationale behind the choice of specific components is discussed, highlighting their advantages compared to other options. Furthermore, initial measurements of beam loss during extraction are presented, and the system’s ability to provide real-time diagnostics for beam protection and machine optimization investigated.M. , University of LiverpoolS. Benitez Berrocal, , , , , B. . Welsch, J. , Cockcroft Institute; University of Liverpool, University of Liverpool 10.18429/JACoW-IBIC2025-MOPCO11 03 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/MOPCO11.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO11,,,
MOPCO - Monday Poster Session,MOPCO12,First beam commissioning experience with RF system on chip based bunch by bunch signal processing systems at SLS 2.0 at,Marinkovic; B. Keil,Paul Scherrer Institute,"SLS 2.090After a dark time of 15 months, the new diffraction limited storage ring SLS 2.0 had first beam in January 2025. In April 2025, the nominal beam current of 400 mA was reached. In this contribution, we present the status and first beam commissioning experience with the RF System-on-Chip (RFSoC) based signal processing systems of the new SLS 2.0 ring. RFSoCs integrate several fast multi-GSample/s ADCs and DACs, FPGA (programmable logic) fabric and multi-core CPUs all on the same chip. During SLS 2.0 commissioning, the integrated EPICS IOC of the RFSoCs provided bunch-by-bunch diagnostics of dedicated BPM position and charge readings. Integrated DACs are driving newly developed transverse and longitudinal kicker magnets, enabling bunch-by-bunch excitation and damping. Bidirectional multi-Gigabit fiber optic links connect the RFSoC to the event system master, thus enabling both synchronisation of the RFSoC to the event system, as well as real-time control of the event system master by the RFSoCs, e.g. for control of beam injection timing and filling pattern.P. Baeta Neves Diniz Santos, , G.  10.18429/JACoW-IBIC2025-MOPCO12 06 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/MOPCO12.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO12,,,
MOPCO - Monday Poster Session,MOPCO13,Simulation and feasibility analysis of a non-invasive cavity bunch charge monitor for low-energy antiproton beams93For,B. Rawat; S. Chandran; Welsch; Kumar,Cockcroft Institute,"high-precision experiments involving low-energy antiprotons, non-invasive beam charge measurements with high accuracy are crucial. This paper presents a simulation study investigating the feasibility of a cavity-based beam current monitor (BCM) for low-energy antiprotons. Conventional invasive methods, such as Faraday Cups and MCPs, suffer from charge loss, limiting measurement accuracy. This issue is particularly challenging for low energy charged antimatter, where accounting for charge loss is complex due to uncertainties in their interactions with matter. Existing techniques are reviewed and compared, and efforts to improve measurement accuracy within a tighter error margin than current methods are discussed. This study is motivated by challenges faced by antimatter experiments such as AEgIS at CERN, which aim to probe antimatter behavior under gravity. The preliminary results of the simulation and feasibility analysis of the BCM will be discussed., , C. , University of Liverpool, University of Liverpool; Cockcroft InstituteN. , University of LiverpoolB. Rienäcker  University of Liverpool 10.18429/JACoW-IBIC2025-MOPCO13 02 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/MOPCO13.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO13,,,
MOPCO - Monday Poster Session,MOPCO14,Commissioning of the CLARA facility: status update and diagnostics performance97The Compact Linear Accelerator for,S. Mathisen; E. Shackleton; T. Pacey; T. Overton; Walsh; Y. Saveliev; E. Snedden; M. Shaw; R. Smith; Wilson; V. Malconi,Cockcroft Institute; Science and Technology Facilities Council,"Research and Applications (CLARA) is STFC Daresbury Laboratory’s flagship accelerator facility. We present the latest data from the commissioning of the CLARA facility at Daresbury Laboratory. This will include initial beam measurements and diagnostic performance for the 250 MeV high brightness, highly compressed electron bunches. An overview of the diagnostic requirements and anticipated challenges for these high impact user experiments will be provided. The future direction of diagnostics at CLARA, including potential system upgrades and plans for virtual diagnostics, is also discussed., , , , , , D. , Science and Technology Facilities Council, ASTeC, STFC Daresbury LaboratoryT. Hall, ,   ASTeC, STFC Daresbury Laboratory; Cockcroft Institute, Cockcroft Institute, ASTeC, STFC Daresbury LaboratoryG. Cox, L. McNicholl, , J.  10.18429/JACoW-IBIC2025-MOPCO14 03 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/MOPCO14.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO14,,,
MOPCO - Monday Poster Session,MOPCO15,Physics-guided data expansion for photocathodes using TESS transverse momentum measurements101Precise characterisation,Malhotra; Welsch,Cockcroft Institute,"of photocathode mean transverse energy is critical for optimising electron beam quality. This paper presents a physics-informed image processing pipeline using Transverse Energy Spread Spectrometer data (231–291 nm), incorporating Gaussian PSF fitting, Wiener deconvolution, resolution equalisation, and noise-aware augmentation. A high-fidelity dataset of 6500 synthetic images was generated, achieving average SSIM = 0.997 and $ R^2 \approx 0.98 $, enabling robust MTE prediction and supporting future ML-based diagnostics for next-generation photoinjectors.S. , University of LiverpoolL. Jones  ASTeC, STFC Daresbury Laboratory, Cockcroft Institute, Cockcroft Institute; ASTeC, STFC Daresbury LaboratoryN. Kumar, C. , University of Liverpool, University of Liverpool; Cockcroft Institute 10.18429/JACoW-IBIC2025-MOPCO15 03 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/MOPCO15.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO15,,,
MOPCO - Monday Poster Session,MOPCO16,Development of Monitoring and Analysis System for Beam Operation in RAONThe Rare-isotope Accelerator complex for,J. Kwon; Y. Ahn; E. Im; M. Park; S. Lee,,"ON-line experiment (RAON) is a heavy ion accelerator with maximum beam power of 400 kW. To facilitate efficient information sharing among multiple users, we have developed an integrated system to monitor and analyze beam operations at the RAON accelerator. This system enables real-time tracking of beam transmission paths by analyzing the status of beam dump and bending magnets. Beam delivery times are calculated for each section based on the defined transmission paths, and the data are recorded by date and experiment to support beam usage analysis. In addition to beam tracking, the system monitors and records changes in key parameters such as vacuum conditions, LLRF settings and beam properties including width and frequency. The records are utilized not only used for monitoring but also serve as data for post-experiment analysis, troubleshooting, and optimization of beam operations, thereby ensuring tracking of facility status and supporting efficient management., , , , , e. kwon  Institute for Basic Science",https://meow.elettra.eu/90/pdf/MOPCO16.pdf,False,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO16,,,
MOPCO - Monday Poster Session,MOPCO17,Design Status of the Electron-Ion Collider Beam Instrumentation105The Electron Ion Collider (EIC) is being built at,M. Paniccia; B. Bacha; E. Skordis; C. Liu; G. Bassi; L. Flader; A. Pramberger; J. Pomaro; A. Blednykh; D. Gassner; M. Sangroula; I. Pinayev; K. Matsushima; M. Oh; R. Hulsart; M. Wendt; C. Hetzel; F. Micolon; Michnoff; J. Bellon,Brookhaven National Laboratory,"Brookhaven National Laboratory (BNL). The early system design phase efforts are underway. In addition to upgrading the existing RHIC instrumentation for the EIC hadron storage ring, new electron accelerator subsystems will include a 750 MeV Linac, accumulator ring, rapid-cycling synchrotron, electron storage ring, and a hadron cooling facility. The scope of the instrumentation includes devices to measure beam position, loss, current, charge, tune, transverse and longitudinal profiles, emittance, and crabbing angles. A description of the planned instruments and the present design status will be presented., , , , , , , , , , , , , , , , , , , R.  10.18429/JACoW-IBIC2025-MOPCO17 03 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/MOPCO17.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO17,,,
MOPCO - Monday Poster Session,MOPCO18,Software Upgrade of Beam Diagnostics Readout System Based on PXIe Hardware109,F. Li; L. Zeng; B. Zhang; R. Qiu; R. Yang; M. Rehman; W. Huang  Institute; Z. Xu,,"In the beam diagnostics system of the CSNS accelerator, multiple National Instruments (NI) PXIe multifunction DAQ modules were utilized for readout system development. The original software architecture, implemented with LabVIEW+DSC modules on Windows system, introduced substantial challenges in EPICS integration. This paper details a software upgrade methodology that preserves the existing NI PXIe hardware infrastructure. The upgraded system implements standard EPICS Input/Output Controllers (IOCs) developed in C language under Linux system, integrating signal acquisition and front-end electronics control functionalities within EPICS IOCs. This re-engineering approach enhances the readout system stability while improving the reliability and flexibility of EPICS data interaction. The successful migration demonstrates an effective hardware-preserving software optimization strategy for accelerator instrumentation systems., , , , , , ,  of High Energy Physics, China Spallation Neutron Source 10.18429/JACoW-IBIC2025-MOPCO18 03 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/MOPCO18.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO18,,,
MOPCO - Monday Poster Session,MOPCO19,Large Dynamic Range Beam Intensity Measurement of Both H0 and Proton Beams in Injection Upgrade of CSNS-II113China,W. Huang; F. Li; L. Zeng; R. Qiu; R. Yang; Z. Xu  Institute,,"Spallation Neutron Source (CSNS) upgrade project (CSNS-II) started in 2024. As the first important task, the injection section will be redesigned and a lot of beam instruments will be installed along the injection to I-Dump beam line. The H0 beam intensity at the downstream of the stripping foil is several microampere during the normal operation, while the proton beam intensity at the I-dump may be over 80mA during the commissioning of linac and RCS. A corresponding design of the ACCT sensor and electronics is introduced in this paper. There are two nanocrystalline cores in H0CT, providing two different turns ratio for the large dynamic range beam intensity measurement. The gain of the electronics is switchable in two ranges. The INDCT is equipped with only one core and the electronics design is aiming to a high SNR for the injected proton beam power evaluation. Tests in the lab showed a good linearity of the H0CT and INDCT sensors with the electronics. Beam commissioning of the injection section is planned in October of 2025., , , , ,  of High Energy Physics, Spallation Neutron Source Science CenterX. Nie  Institute of High Energy Physics, Spallation Neutron Source Science Center, Institute of High Energy Physics; Spallation Neutron Source Science Center 10.18429/JACoW-IBIC2025-MOPCO19 03 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/MOPCO19.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO19,,,
MOPCO - Monday Poster Session,MOPCO20,CSNS-II superconducting Section Beam Loss Measurement Electronic DesignThe CSNS-II linear accelerator upgrade will,F. Li; W. Huang; L. Zeng; R. Qiu; R. Yang; M. Rehman; Z. Xu  Institute,,"adopt superconducting accelerator structures, with the beamline enclosed in low-temperature modules. Detection of beam loss can only be done on the outer surface of the low-temperature modules. The CSNS-II accelerator plans to use a parallel plate multi-electrode ionization chamber as the beam loss monitor (BLM) probe for the superconducting section. The electronic system of the beam loss measurement (BLM) is primarily used for signal conditioning, digitization (ADC), transmission storage as EPICS PV quantities, and providing interlock signals for machine protection based on the output signals from the BLM probes. The main tasks of the development of the beam loss measurement (BLM) electronic system include: signal conditioning of weak current output from the BLM probes in the analog circuit section; and analog-to-digital conversion, digital signal processing, storage, PV quantity publication in the digital circuit section for the front-end analog output signals., , , , , ,  of High Energy Physics",https://meow.elettra.eu/90/pdf/MOPCO20.pdf,False,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO20,,,
MOPCO - Monday Poster Session,MOPCO21,Investigation and improvement of slow extraction quality at HIRFL-CSRmThe slow extraction experimental users are urgent,Y. Zhang; J. Wu  Institute; L. Li; H. Xie; T. Liu  Institute; Y. Wei; X. Qiu; K. Gu; Z. Li,,"and imperative for the quasi-consecutive and uniform beam during the spill, generally several seconds. The online monitoring of the beam spot and intensity are also demanded. Recently, a set of slow extraction instruments were upgraded at the HIRFL-CSRm not only for the online monitoring, but also the improvement of the spill quality and the investigation of the micro structure. A new RF knockout (RF-KO) with the equivalent power up to 9 kW was equipped at the CSRm for the third-integer resonance. An online ionization chamber was fixed at the CSR External-target Experiment (CEE) monitoring the pre-target beam spot and intensity. A feedback loop comprises the RF-KO, IC and the home-made electronics, was adopted and demonstrated a significant improvement on the spill quality. A pilot experiment with a SiPM based plastic scintillator at the CEE revealed the sub-ns micro structures. The data acquisition system features 1 Gsps sampling rate and 5s storage, covering the whole spill. The measurement in recent campaigns is presented and the further improvement of the feedback system, the detector design, the electronics parameters is given. of Modern Physics, Chinese Academy of Sciences, Institute of Modern PhysicsG. Zhu, , , , , , , ,  of Modern Physics",https://meow.elettra.eu/90/pdf/MOPCO21.pdf,False,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO21,,,
MOPCO - Monday Poster Session,MOPCO22,HEPS beam charge measurement system117HEPS beam charge measurement includes bunch charge measurement system and average,J. Cao; J. Yue; T. Xu; Y. Du  Institute; Y. Zhao; J. He; Y. Sui,,"current meas-urement system. The injection scheme of HEPS requires charge monitor with high precision, stability, and a large dynamic range at each phase. This paper introduces the design and commissioning status of HEPS charge meas-urement system Signal reconstruction method applied in bunch charge measurement is also described in the paper., , , , L. W, , ,  of High Energy Physics 10.18429/JACoW-IBIC2025-MOPCO22 03 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/MOPCO22.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO22,,,
MOPCO - Monday Poster Session,MOPCO23,Commissioning of the 71 MeV beam delivery line of the TOP-IMPLART accelerator120TOP-IMPLART is a pulsed RF proton,C. Ronsivalle; M. Astorino; M. Piccinini; V. Surrenti; G. Picardi; G. Bazzano; A. Doria; E. Pavoni; P. Nenzi  Ente; F. Fortini; Nichelatti; Trinca,ENEA Frascati Research CentreE; ENEA Casaccia Research Centre,"linear accelerator in operation at the ENEA Frascati Research Center originally built as a technological demonstrator for a full-linear solution to protontherapy, it is currently evolving towards a facility available for research and industrial users in different fields, ranging from biomedical to aerospace applications. It consists of a commercial AccSys PL7 model 425 MHz injector followed by eight SCDTL accelerating modules operating at 3 GHz. Proton beams in the range 1-6 MeV are available from a vertical delivery line placed at the exit of the injector, and at 63 MeV or 71 MeV (intermediate and lower energies are achieved by degraders) from a horizontal delivery line at the exit of the accelerator, where a pulse current variable up to 20 µA is provided in pulses 2.5 µs long at a typical repetition rate of 25 Hz. Our contribution presents the first experimental results from the commissioning of the high-energy line. It is a multi-purpose in-house designed line featuring a magnetic scanning system and a set of instrumentation, diagnostics, and target positioning frames placed on motorized platforms allowing for customizable irradiation setups. per le Nuove Tecnologie, l'Energie e l'Ambiente, ENEA Frascati Research CentreA. Ampollini, , , , , , , , , , E. .  10.18429/JACoW-IBIC2025-MOPCO23 02 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/MOPCO23.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO23,,,
MOPCO - Monday Poster Session,MOPCO24,Advancements in Cherenkov fiber-based machine protection system at TRIUMF’s e-Linac124A Cherenkov fiber-based shut-off,M. Alcorta Moreno; H. Koay; F. Ames; R. Hermann,,"system is being developed for TRIUMF’s ARIEL e-Linac to provide a scalable, cost-effective solution for monitoring beam losses in high-radiation environments. The system uses a single 100m long thin silica fiber with photomultiplier tubes at both ends, allowing sensitive electronics to be located outside the radiation area. This design is favorable over bulky ionization chambers and more expensive scintillation-based detectors, as it improves and simplifies deployment in complex environments, particularly the ARIEL beamline tunnel. The prototype demonstrates sub-10 µs response times and position-sensitive detection via the time delay between upstream and downstream signals. Ongoing work focuses on the achievable spatial resolution, the integration into ARIEL’s operations control environment and the systematic evaluation of reliability and sensitivity., , ,   TRIUMF 10.18429/JACoW-IBIC2025-MOPCO24 03 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/MOPCO24.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-MOPCO24,,,
