session_name,paper_id,title,authors,institutions,abstract,pdf_url,pdf_available,doi,page_number,received_date,accepted_date
WEPCO - Wednesday Poster Session,WEPCO11,Beam Diagnostic for the DALI acceleratorDALI is an envisioned suite of advanced accelerator-based THz sources that are,B. Scheible; K. Zenker; M. Kuntzsch; U. Lehnert  Helmholtz,,"continuously tunable over the frequency range from 0.1 THz to 30 THz. The THz sources will provide radiation with high pulse energy (up to 100 µJ – 1 mJ) at a high but flexible repetition rate up to 1 MHz. An MeV ultra-fast electron diffraction (UED) source will complement this facility. The contribution will illustrate the machine design as well as discuss the foreseen diagnostic systems used for every machine part. Bunch position, arrival time and bunch compression state are crucial properties of the generated beams. Especially the low-charge operation (< 1 pC) of the UED beamline is a challenge for every non-invasive diagnostic systems., , -Zentrum Dresden-RossendorfA. Penirschke, , R. Yadav  Technische Hochschule Mittelhessen",https://meow.elettra.eu/90/pdf/WEPCO11.pdf,False,https://doi.org/10.18429/JACoW-IBIC2025-WEPCO11,,,
WEPCO - Wednesday Poster Session,WEPCO12,Development of a rectangular diagonal cut-plane BPM for the CSNS-II injection upgrade645,F. Li; B. Zhang  Institute; R. Yang  Institute; M. Rehman; Z. Xu; R. Liu,,"As part of the CSNS-II upgrade, an improved injection scheme will be implemented to mitigate the space charge effect. To precisely measure the transverse beam position during injection, painting, and storage in the Rapid Cycling Synchrotron (RCS), a large-aperture (260 mm × 180 mm) Beam Position Monitor (BPM) is essential. The rectangular cut-plane BPM was selected for its excellent linearity over a large area and high signal-to-noise ratio (SNR). Due to limited space in the injection section, the BPMs must be integrated into the AC steering magnet. To prevent thermal heating from eddy current flow, a rib structure has been incorporated into the BPM's outer body. The BPM was designed using numerical simulation codes and subsequently manufactured. This paper details the simulation, design, and calibration results of the diagonal cut-plane BPM., ,  of High Energy Physics, China Spallation Neutron SourceX. Nie, , ,  of High Energy Physics, China Spallation Neutron Source, Institute of High Energy Physics; China Spallation Neutron SourceM. Liu  Institute of High Energy Physics, China Spallation Neutron Source, Chinese Academy of Sciences of High Energy Physics, Spallation Neutron Source Science Center, Institute of High Energy Physics; Spallation Neutron Source Science Center 10.18429/JACoW-IBIC2025-WEPCO12 03 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/WEPCO12.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-WEPCO12,,,
WEPCO - Wednesday Poster Session,WEPCO14,"Spiral beam position monitor for heavy ion beams649Our heavy ion beams are slow, short, and thick. For such beams",Kamigaito; T. Watanabe; T. Nishi; T. Adachi,RIKEN Nishina Center,"spiral beam position monitors(BPMs) are expected to provide good linearity and multiple information readouts despite their small size. At the RIKEN Nishina Center, various ion beams are accelerated using linacs and cyclotrons. However, the beams handled are slow enough compared to relativistic speeds, the bunch length is only about the same as the electrode size, and the beam diameter may be close to the electrode spacing. Conventional “diagonal cut” or “cosine two-theta cut” (for quadratic moments) BPMs produce deviations in wave height*. To solve this problem, it is expected that the wave height deviation can be eliminated by cutting the electrode in a spiral shape. Furthermore, by cutting in a spiral shape, multiple cuts can be placed in one BPM, and it is expected that beam intensity, horizontal position, vertical position, and second moment can be read out at a single location. The performance shown by simulations of the spiral BPM and the development of a prototype will be presented., , , O.  10.18429/JACoW-IBIC2025-WEPCO14 03 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/WEPCO14.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-WEPCO14,,,
WEPCO - Wednesday Poster Session,WEPCO15,Influence analysis of dipole magnet design and beam collimation in the high-precision energy spectrometry system651The,Y. Zeng; D. Lu; Hu; K. Liu; Y. Wang; D. Xiao; H. Hu,Huazhong University of Science and TechnologyW,"high-precision energy spectrometry system, as a key electron beam diagnostic, enables accurate measurement of beam energy distribution and supports injector performance optimization. Beam collimation prior to the system affects measurement accuracy. For electron injectors operating at a few MeV, a high-precision spectrometry system based on the magnetic deflection method is developed, and an energy spectrum model is established to study the design and magnetic field optimization of the key dipole magnet (D-magnet) as well as the influence of upstream beam collimation on beam trajectory accuracy. Simulation results indicate that the optimized D-magnet enhances performance, and beam collimation analysis verifies effective trajectory control, improving system precision and providing technical support for high-precision energy measurements., , , , , , T. . Han  Institute of High Energy Physics 10.18429/JACoW-IBIC2025-WEPCO15 03 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/WEPCO15.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-WEPCO15,,,
WEPCO - Wednesday Poster Session,WEPCO16,The FERMI FEL2 electro optical sampling design and operational experience655,P. Cinquegrana; G. Gaio; G. Pangon; M. Bossi; M. Veronese; P. Sigalotti; G. Penco; Sincrotrone Trieste S.; C. Spezzani; A. Abrami; E. Allaria; M. Tudor  Elettra; M. Danailov; S. Grulja; A. Demidovich; M. Trovo,,"This paper reports on the design and operational experience of an electro optical sampling (EOS) diagnostics based on the same femtosecond laser used for the seeding process of the FERMI FEL2. This design allows operating in parallel with the FEL2, minimizing time jitter with respect to the seed laser which is the main time marker of the FEL process by removing the time jitter contributions related to the use of an external laser. In our setup a fraction of the energy from the seed laser amplifier is extracted and delivered via a dedicated low vacuum transport system to the EOS setup in the tunnel with beam pointing stabilization actively obtained by piezo actuators. The laser beam size, pulse compression management, polarization cleaning and selection are performed in the tunnel prior to injecting the laser beam in the vacuum chamber. The spatial encoding scheme is employed, with a 100-micron thick GaP crystal and a detection performed in cross polarizers setup using a CMOS camera. The EOS has been characterized in terms of temporal resolution, jitter and drift. Finally, its capability to operate as longitudinal feedback system is also reported., , , , , , , , , , , , , , -C.p.A. 10.18429/JACoW-IBIC2025-WEPCO16 03 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/WEPCO16.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-WEPCO16,,,
WEPCO - Wednesday Poster Session,WEPCO17,Innovative resistive X-ray beam position monitors based on Silicon Carbide free-standing membraneSolid State X-ray beam,N. La Rosa  University; S. De Luca  Institute; G. Trovato; G. Milluzzo  Istituto Nazionale,,"position monitors (XBPMs) are an established reality for in-line, real-time monitoring for X-ray beams. Commercial products are available in different materials, such as diamond (CIVIDEC, DECTRIS) and Silicon Carbide (SenSiC GmbH)*. One issue related to this class of devices is the presence of a separation cross in the center of the device, used to obtain four independent diodes to reconstruct the position of the beam. When dealing with monochromatic highly focused beams, diffraction effects could occur. To overcome this issue, a device inspired by Position Sensitive Diodes (PSD) is currently under study by SenSiC. This device, named “resistive-XBPM”, consists of a thin (1 um – 10 um), 5mm wide, 4H-SiC single-crystal free standing membrane. An additional thin resistive layer allows, for the four metallic contacts on the edges of the device, to collect charge which is proportional to the position of the beam onto the surface of the device. A dedicated electronic system has been optimized to have the simultaneous reading of the four channels, thus achieving real-time reconstruction of the beam position without the limits of the “standard” XBPM-type sensors.  STLab srl, Institute for Microelectronics and Microsystems, Istituto Nazionale di Fisica Nucleare, Sezione di Catania, University of CataniaF. La Via,  for Microelectronics and MicrosystemsF. Romano,  di Fisica Nucleare, Sezione di CataniaL. Lanzanò,  of CataniaM. De Napoli  Istituto Nazionale di Fisica Nucleare, Sezione di Catania, University of Catania; Istituto Nazionale di Fisica Nucleare, Sezione di Catania, University of CataniaM. Camarda  STLab srl, Institute for Microelectronics and Microsystems, SenSiC GmbH, Institute for Microelectronics and Microsystems; SenSiC GmbH; STLab srlS. Moscato  University of Catania; STLab srl, STLab srl, University of Catania",https://meow.elettra.eu/90/pdf/WEPCO17.pdf,False,https://doi.org/10.18429/JACoW-IBIC2025-WEPCO17,,,
WEPCO - Wednesday Poster Session,WEPCO18,"Theoretical and experimental Investigation, and resolution optimization, of Semiconductor-Based Sensors for Non-Fully",G. Trovato; S. Moscato  University; Liu; Birri,High Energy Photon Source (HEPS); Paul Scherrer InstituteN,"Intercepting Whitebeam Monitoring of Synchrotron BeamsIn this study we present an extensive theoretical investigation, and lateral resolution optimization, into the use of semiconductor-based sensors (*semicon-sensors*) for real-time monitoring of high-intensity synchrotron whitebeams. Leveraging *internal photoemission*, these sensors can give critical advantages over conventional metal-based blade monitors that rely on *surface photoemission*[1]. Notably: (i) *semicon-sensors* generate signals up to three orders of magnitude higher, unaffected by surface contamination; (ii) they can intrinsically suppress low-energy background from bending magnet radiation, greatly improving signal fidelity[2]; (iii) through a novel optimization strategy termed *harmonic-tuning*—which uses spectral filters to selectively enhance detection of specific harmonics from insertion devices—*semicon-sensors* can achieve up to 10× superior spatial resolution. These capabilities enable precise, stable beam diagnostics upstream of monochromators in modern 4th-generation synchrotron facilities. At the conference, we will present comparative modelling results across multiple beamlines, facilities and gap/K-values, demonstrating/establishing performances gains. Furthermore we will present first experimental results of these sensors tested at the Swiss Light Source (SLS) in Switzerland and at IHEP synchrotron in ChinaM. Camarda  STLab srl, SenSiC GmbH, Institute for Microelectronics and Microsystems; University of Catania; STLab srl; SenSiC GmbH, Institute for Microelectronics and Microsystems, University of CataniaB. Wang, Y.   STLab srl, Institute for Microelectronics and Microsystems, Istituto Nazionale di Fisica Nucleare, Sezione di Catania, University of CataniaM. . La Rosa,  of Catania; STLab srl, STLab srl, University of Catania",https://meow.elettra.eu/90/pdf/WEPCO18.pdf,False,https://doi.org/10.18429/JACoW-IBIC2025-WEPCO18,,,
WEPCO - Wednesday Poster Session,WEPCO19,Functionalization of SiC diodes for soft X-ray opticsIn scanning transmission X-ray microscopy (STXM) beamlines,Raabe; J. Reuteler; S. Moscato  University,Paul Scherrer InstituteG,"precise control of X-ray beam position and intensity (I₀) is crucial to minimize imaging artefacts and improve spectral quality. However, limited working distances in STXM setups restrict the integration of conventional diagnostics. To address this, we have developed a center-stop-based Silicon Carbide (SiC) device that integrates beam position sensitivity directly into the optical path, by functionalizing the order sorting aperture (OSA). The device was fabricated from a 20 µm thick single-crystalline SiC membrane using plasma focused ion beam (PFIB) lithography, enabling accurate microstructuring while preserving front-side electrode integrity. Live recording of beam position and I₀ during measurements is enabled through the 4-sector diode geometry patterned around the center stop. Validation experiments at the PolLux beamline (Swiss Light Source) demonstrate the device’s suitability for real-time correction of beam-induced artefacts in next-generation STXM. Additional fabrication details and characterization will be presented at the conferenceM. Camarda  STLab srl, Institute for Microelectronics and Microsystems, SenSiC GmbH, Institute for Microelectronics and Microsystems; SenSiC GmbH; STLab srlS. Finizio, , J. . Trovato  STLab srl, Istituto Nazionale di Fisica Nucleare, Sezione di Catania, University of Catania; Institute for Microelectronics and Microsystems; Istituto Nazionale di Fisica Nucleare, Sezione di Catania; STLab srl, Institute for Microelectronics and Microsystems, University of CataniaN. La Rosa,  of Catania; STLab srl, STLab srl, University of Catania",https://meow.elettra.eu/90/pdf/WEPCO19.pdf,False,https://doi.org/10.18429/JACoW-IBIC2025-WEPCO19,,,
WEPCO - Wednesday Poster Session,WEPCO20,"Development of Novel, Radiation-Hard, Ultra-Compact Active Beamstops with Integrated 4-Quadrant X-ray Sensors for",G. Trovato; Birri; D. Ferreira Sanchez,Paul Scherrer InstituteN,"Scattering Experiments on High-Brilliance Undulator Beamlines659SenSiC GmbH, a spin-off from the Swiss Light Source (SLS), has developed a new class of beamstopper sensors, termed Beamstopper Integrated Sensors (BIS)[1,2], based on Silicon Carbide (SiC) semiconductor technology. Using custom processing and assembly methods, BIS devices achieve ultra-compact footprints below 1 mm and are designed for both real-time intensity monitoring and four-quadrant beam position sensing. The choice of SiC enables extreme radiation hardness and intrinsic insensitivity to visible light, enhancing sensitivity and signal fidelity by suppressing stray light contributions. BIS sensors have been successfully validated in operational environments: intensity-monitoring devices were tested at the SLS, while position-sensitive variants were deployed at MaxIV. These results demonstrate the robustness and precision of the BIS technology, offering a compact, radiation-resistant solution for integrated beam diagnostics in high-brilliance synchrotron beamlines.  STLab srl, Institute for Microelectronics and Microsystems, Istituto Nazionale di Fisica Nucleare, Sezione di Catania, University of CataniaK. nygard  MAX IV LaboratoryM. Camarda  STLab srl, Institute for Microelectronics and Microsystems; STLab srl; SenSiC GmbH, SenSiC GmbH, Institute for Microelectronics and MicrosystemsD. Grolimund, , M. . La Rosa  STLab srl, University of CataniaS. Moscato  University of Catania; STLab srl, STLab srl, University of Catania 10.18429/JACoW-IBIC2025-WEPCO20 12 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/WEPCO20.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-WEPCO20,,,
WEPCO - Wednesday Poster Session,WEPCO21,Experiments on a BSM test bench for CSNS-II linac upgrade662A test bench for commissioning the 324 MHz RF deflectors,X. Nie; F. Li; L. Zeng; X. Liu; B. Tan; R. Qiu; R. Yang; M. Rehman; X. Yang  Institute; Q. Liu; Y. Wang; Y. Sui  Institute; Z. Xu; J. Wei,,"used in BSMs has been in use for the upgrade project CSNS-II linac. The pulsed 10keV electron beam produced by a Kimball focusable electron gun has been captured by a YAG:Ce screen and imaged by an industrial camera installed vertically right above the view port of the screen after passing through the body of the RF deflector undertest. This paper introduces the verificating experiments of static electric lens, RF deflections and bending magnet, also with the postprocessing of the beam spot images. Results of theoretical analysis and the tests were compared and agreed very well. The experiments verified the feasibility of the BSM test bench, playing a critical role in shortening the future commissioning time of BSM equipment in the tunnel. of High Energy Physics, University of Electronic Science and Technology of ChinaW. Huang, , , , , , , J. liang, , , , , , ,  of High Energy Physics 10.18429/JACoW-IBIC2025-WEPCO21 03 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/WEPCO21.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-WEPCO21,,,
WEPCO - Wednesday Poster Session,WEPCO22,High-resolution longitudinal beam diagnostics with a Fast Faraday Cup at the UNILAC accelerator666At the heavy ion,Sieber; R. Singh; Klaproth; Barth; Schmidt; P. Forck,Technical University of Darmstadt; GSI Helmholtz Centre for Heavy Ion ResearchS; GSI Helmholtz Centre for Heavy Ion Research,"accelerator UNILAC at GSI Helmholtz Center for Heavy Ion Research in Darmstadt, measurements were carried out with a Fast Faraday Cup (FFC) in order to precisely measure the time structure of the particle beam. The FFC offers a highly accurate time-resolved recording of the charge distribution along the longitudinal beam profile. The data obtained in combination with a dipole magnet is used to determine the longitudinal phase space and emittance of the beam. After analyzing the measurement results, the method is integrated into the regular beam diagnostics to ensure continuous monitoring and control of the particle beam during operation. Measurement procedure and results are presented.N. , GSI Helmholtz Centre for Heavy Ion ResearchM. Miski-Oglu, , , T. . , Technische Hochschule Mittelhessen; GSI Helmholtz Centre for Heavy Ion Research; Technical University of Darmstadt, GSI Helmholtz Centre for Heavy Ion Research, Technische Hochschule MittelhessenW. ; Johannes Gutenberg University Mainz; Helmholtz Institute Mainz, GSI Helmholtz Centre for Heavy Ion Research, Johannes Gutenberg University Mainz, Helmholtz Institute Mainz 10.18429/JACoW-IBIC2025-WEPCO22 04 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/WEPCO22.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-WEPCO22,,,
WEPCO - Wednesday Poster Session,WEPCO23,Recent upgrades of longitudinal diagnostics at FLASH670,B. Steffen; J. Roever; J. Kral  Deutsches Elektronen; M. Czwalinna,,"In the framework of the recent FLASH2020+ upgrade program, the longitudinal electron beam diagnostics of the FLASH accelerator had been modernized and extended by additional devices, including an electro-optical bunch length detector (EOD[1]), as well as an additional bunch compression monitor (BCM [2]) and a bunch arrival-time monitor (BAM [3]) in the new direct seeding beamline FLASH1. Also, the THz intensity spectrometer (CRISP [4]) received a modernized control interface that will allow non-experts to perform bunch profile measurements. The paper presents an overview on the current status of the longitudinal electron beam diagnostics at FLASH and the ongoing (re-)commissioning., , , -Synchrotron DESY 10.18429/JACoW-IBIC2025-WEPCO23 03 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/WEPCO23.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-WEPCO23,,,
WEPCO - Wednesday Poster Session,WEPCO24,Compact electro-optical bunch length detector: from an expert device to an operator tool673Laser-based electro-optic,B. Steffen; D. Rothe; T. Kozak  Deutsches Elektronen; M. Czwalinna,,"detection (EOD) has been a valuable tool to measure the longitudinal electron bunch shape with sub-ps resolution for almost a decade, but it has always been a tool for expert use. Recently, the server and the user interface has been updated allow automated laser locking, time calibration and measurements to prepare for general operator use at the EuXFEL. It is currently prepared for EO Spectral Decoding measurements, but the implementation of advanced reconstruction algorithms (Diversity Enhanced EO Spectral Decoding, DEOS[*]) is ongoing. The paper presents details of the setup and the user interface as well as recent measurements., , , -Synchrotron DESY 10.18429/JACoW-IBIC2025-WEPCO24 03 Sep 2025 —  —  —",https://meow.elettra.eu/90/pdf/WEPCO24.pdf,True,https://doi.org/10.18429/JACoW-IBIC2025-WEPCO24,,,
